workload,comparison,purpose,tick_gain_pct,instruction_delta_pct,cpi_delta_pct,dtlb_reduction_pct,itlb_reduction_pct
spec-mcf,B_vs_A,add_16k,0.049360909617997724,0.0014017951335650225,-0.05076199317240763,9.742848833220739,-0.014281633818908884
spec-mcf,C_vs_A,add_32k,0.086981017916803,0.0004957287842013746,-0.08747631305574109,7.69534206881957,-0.014281633818908884
spec-mcf,D_vs_B,add_32k_with_16k,0.002051748858054487,0.00048116033918648566,-0.00253289700995626,1.0841547245833703,0.01427959445951735
spec-mcf,D_vs_A,add_16k_and_32k,0.0514116457141528,0.0018829622176337276,-0.05329360443335663,10.72137600186973,0.0
